run_id,obs_value,variable,obs_type,units_x,date,year,doy,dae,sub_plot,valid,class,subclass,data_type,description,label_var,units_y,vector,sim_code,unit_fac,SAMUCA_sim_code,DSSAT_sim_code
MZ0004,0.00852,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.008759999999999999,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.0108,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.00804,stalk_dw,avg,ton_ha,07/11/2016,2016,193,18,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.050519999999999995,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.05172,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.03,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.06732,stalk_dw,avg,ton_ha,07/25/2016,2016,207,32,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.3396,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.15636,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.22835999999999998,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,0.1272,stalk_dw,avg,ton_ha,08/19/2016,2016,232,57,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.7982,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.1269200000000001,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.02272,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.2048,stalk_dw,avg,ton_ha,09/13/2016,2016,257,82,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,1.9485599999999998,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,1.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.1812400000000003,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,2.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.27544,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,3.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
MZ0004,2.41308,stalk_dw,avg,ton_ha,10/06/2016,2016,280,105,4.0,1,plan,biomass,real,Stalk Dry Weight,Stalk Dry Mass,ton/ha,F,cropstemc,10.0,dw.st,
